N,종목명,현재가,전일비,등락률,액면가,매출액,자산총계,영업이익
314.0,미래에셋증권2우B,3680.0,15.0,-0.41%,5000.0,,,
315.0,부광약품,7190.0,100.0,+1.41%,500.0,1825.0,3974.0,56.0
316.0,NICE,13450.0,350.0,-2.54%,500.0,24499.0,30838.0,1443.0
317.0,KODEX 미국S&P500TR,11655.0,45.0,-0.38%,0.0,,,
318.0,경동나비엔,34850.0,1950.0,-5.30%,1000.0,11029.0,9339.0,643.0
319.0,KINDEX 미국S&P500,13280.0,60.0,-0.45%,0.0,,,
320.0,쏘카,15400.0,1100.0,-6.67%,100.0,2890.0,4332.0,-210.0
321.0,엠씨넥스,28000.0,1400.0,-4.76%,500.0,10093.0,5255.0,239.0
322.0,신한 레버리지 WTI원유 선물 ETN(H),1000.0,20.0,-1.96%,0.0,,,
323.0,콘텐트리중앙,26000.0,1850.0,-6.64%,5000.0,6771.0,22456.0,-574.0
324.0,신영증권,52800.0,300.0,-0.56%,5000.0,21122.0,110850.0,1213.0
325.0,SK디앤디,22300.0,1250.0,-5.31%,1000.0,7910.0,19834.0,1294.0
326.0,삼성화재우,153000.0,2500.0,-1.61%,500.0,,,
327.0,유안타증권,2445.0,55.0,-2.20%,5000.0,23090.0,147149.0,3214.0
328.0,프레스티지바이오파마,8100.0,140.0,+1.76%,0.0,,5176.0,-235.0
329.0,한화손해보험,4165.0,100.0,-2.34%,5000.0,79926.0,202850.0,1343.0
330.0,애경케미칼,9990.0,160.0,-1.58%,500.0,15701.0,12450.0,933.0
331.0,KINDEX 200,28540.0,685.0,-2.34%,0.0,,,
332.0,HSD엔진,6640.0,470.0,-6.61%,1000.0,5990.0,7956.0,-398.0
333.0,미래에셋생명,2675.0,70.0,-2.55%,5000.0,35329.0,419973.0,1065.0
334.0,KODEX 선진국MSCI World,19720.0,55.0,-0.28%,0.0,,,
335.0,영진약품,2530.0,80.0,+3.27%,500.0,1961.0,1941.0,-139.0
336.0,아모레퍼시픽우,43700.0,1150.0,-2.56%,500.0,,,
337.0,KODEX 코스닥150선물인버스,5720.0,185.0,+3.34%,0.0,,,
338.0,SGC에너지,30350.0,200.0,-0.65%,5000.0,18984.0,25915.0,1522.0
339.0,삼성SDI우,273500.0,12500.0,-4.37%,5000.0,,,
340.0,LF,14750.0,350.0,-2.32%,5000.0,17931.0,25411.0,1589.0
341.0,코람코에너지리츠,4830.0,85.0,-1.73%,500.0,268.0,13155.0,202.0
342.0,롯데손해보험,1375.0,65.0,-4.51%,1000.0,35446.0,189112.0,1294.0
343.0,동일산업,175500.0,1000.0,-0.57%,5000.0,4644.0,4738.0,420.0
344.0,동아에스티,50000.0,950.0,+1.94%,5000.0,5932.0,11160.0,156.0
345.0,남해화학,8360.0,320.0,-3.69%,1000.0,14519.0,7191.0,205.0
346.0,쌍용차,2770.0,0.0,0.00%,5000.0,24293.0,18630.0,-2613.0
347.0,KINDEX 미국나스닥100,12395.0,75.0,-0.60%,0.0,,,
348.0,KODEX 코스닥150,9550.0,330.0,-3.34%,0.0,,,
349.0,자화전자,20250.0,1600.0,-7.32%,500.0,3479.0,4379.0,163.0
350.0,풀무원,10550.0,400.0,-3.65%,500.0,25189.0,19694.0,385.0
351.0,신성이엔지,1930.0,110.0,-5.39%,500.0,4545.0,4767.0,24.0
352.0,국도화학,44050.0,1350.0,-2.97%,5000.0,15771.0,14164.0,2047.0
353.0,스카이라이프,8270.0,170.0,+2.10%,2500.0,7632.0,12756.0,730.0
354.0,KBSTAR KIS종합채권(A-이상)액티브,91070.0,200.0,-0.22%,0.0,,,
355.0,빙그레,39900.0,100.0,-0.25%,5000.0,11474.0,7602.0,262.0
356.0,송원산업,16200.0,850.0,-4.99%,500.0,9982.0,11156.0,1057.0
357.0,고려제강,16900.0,500.0,-2.87%,1000.0,16914.0,24743.0,985.0
358.0,TIGER KRX2차전지K-뉴딜,12715.0,430.0,-3.27%,0.0,,,
359.0,KODEX 단기변동금리부채권액티브,104230.0,110.0,-0.11%,0.0,,,
360.0,서흥,33350.0,100.0,-0.30%,500.0,5967.0,8100.0,696.0
361.0,세아제강,136000.0,8000.0,-5.56%,5000.0,14974.0,12282.0,1319.0
362.0,맵스리얼티1,4150.0,25.0,-0.60%,0.0,,,
363.0,KODEX 코스피,22045.0,560.0,-2.48%,0.0,,,
364.0,세아홀딩스,95500.0,3500.0,-3.54%,5000.0,60055.0,55378.0,3082.0
365.0,JW중외제약,17200.0,450.0,-2.55%,2500.0,6066.0,6331.0,312.0
366.0,한국자산신탁,3075.0,30.0,-0.97%,500.0,2125.0,12647.0,1479.0
367.0,TIGER 미국S&P500선물(H),42545.0,740.0,-1.71%,0.0,,,
368.0,코오롱플라스틱,9970.0,430.0,-4.13%,1000.0,4053.0,3691.0,277.0
369.0,코오롱글로벌,14950.0,650.0,-4.17%,5000.0,47495.0,25757.0,2415.0
370.0,삼진제약,27100.0,1100.0,+4.23%,1000.0,2501.0,3325.0,339.0
371.0,KODEX 미국나스닥100TR,10630.0,70.0,-0.65%,0.0,,,
372.0,수산인더스트리,26150.0,350.0,+1.36%,200.0,2941.0,3986.0,513.0
373.0,효성화학,117000.0,6000.0,-4.88%,5000.0,24530.0,30562.0,1486.0
374.0,삼양사,36100.0,900.0,-2.43%,5000.0,23845.0,28020.0,826.0
375.0,신영증권우,52700.0,700.0,-1.31%,5000.0,,,
376.0,아세아시멘트,9500.0,390.0,-3.94%,500.0,8926.0,20373.0,1286.0
377.0,한일홀딩스,12000.0,100.0,+0.84%,1000.0,17670.0,32638.0,1308.0
378.0,잇츠한불,16800.0,1300.0,-7.18%,500.0,1402.0,4947.0,8.0
379.0,DI동일,14400.0,600.0,-4.00%,500.0,8131.0,9931.0,486.0
380.0,교보증권,5670.0,130.0,-2.24%,5000.0,22481.0,114838.0,1855.0
381.0,HJ중공업,4395.0,350.0,-7.38%,5000.0,17065.0,23852.0,-1090.0
382.0,일양약품,18900.0,350.0,-1.82%,2500.0,3713.0,4943.0,410.0
383.0,한솔제지,15100.0,550.0,-3.51%,5000.0,18342.0,18878.0,607.0
384.0,롯데정보통신,23300.0,850.0,-3.52%,5000.0,9300.0,7501.0,400.0
385.0,HDC,6000.0,50.0,-0.83%,5000.0,47796.0,106515.0,3687.0
386.0,KODEX 미국FANG플러스(H),18225.0,405.0,-2.17%,0.0,,,
387.0,세진중공업,6240.0,160.0,-2.50%,500.0,2504.0,5704.0,37.0
388.0,아이마켓코리아,10600.0,200.0,-1.85%,500.0,31325.0,11202.0,454.0
389.0,한국토지신탁,1400.0,25.0,-1.75%,1000.0,2255.0,17214.0,895.0
390.0,한라홀딩스,33550.0,850.0,-2.47%,5000.0,10412.0,22950.0,1399.0
391.0,KEC,2425.0,175.0,-6.73%,500.0,2675.0,4006.0,265.0
392.0,유나이티드제약,21550.0,1150.0,+5.64%,500.0,2210.0,3800.0,332.0
393.0,대신증권우,13450.0,50.0,-0.37%,5000.0,,,
394.0,이리츠코크렙,5500.0,70.0,-1.26%,500.0,213.0,6962.0,164.0
395.0,KOSEF 국고채10년,103575.0,365.0,-0.35%,0.0,,,
396.0,락앤락,6890.0,90.0,-1.29%,500.0,5430.0,8297.0,325.0
397.0,이연제약,19050.0,400.0,+2.14%,500.0,1428.0,4780.0,37.0
398.0,한일현대시멘트,19200.0,1150.0,-5.65%,5000.0,3970.0,5968.0,359.0
399.0,SK렌터카,7150.0,230.0,-3.12%,500.0,10369.0,28602.0,791.0
400.0,신성통상,2335.0,70.0,-2.91%,500.0,11999.0,8985.0,743.0
401.0,TIGER 일본니케이225,15230.0,75.0,-0.49%,0.0,,,
402.0,지역난방공사,28800.0,500.0,-1.71%,5000.0,25368.0,65174.0,397.0
403.0,KOSEF 200,28425.0,735.0,-2.52%,0.0,,,
404.0,DL건설,15050.0,250.0,-1.63%,5000.0,20103.0,16696.0,2296.0
405.0,TIGER 차이나항셍테크,5665.0,60.0,-1.05%,0.0,,,
406.0,신대양제지,81800.0,500.0,-0.61%,5000.0,6816.0,8460.0,544.0
407.0,테이팩스,69700.0,300.0,-0.43%,500.0,1549.0,1808.0,213.0
408.0,대원제약,15000.0,400.0,-2.60%,500.0,3542.0,4296.0,194.0
409.0,KODEX 삼성그룹밸류,7640.0,190.0,-2.43%,0.0,,,
410.0,LG헬로비전,4215.0,265.0,-5.92%,2500.0,10801.0,14881.0,445.0
411.0,삼화콘덴서,31200.0,1950.0,-5.88%,1000.0,2622.0,2693.0,332.0
412.0,HLB글로벌,7630.0,70.0,-0.91%,500.0,450.0,1639.0,-133.0
413.0,제주은행,9990.0,670.0,+7.19%,5000.0,2046.0,69442.0,226.0
414.0,AJ네트웍스,6840.0,160.0,-2.29%,1000.0,10267.0,13550.0,451.0
415.0,코리아써키트,13550.0,1050.0,-7.19%,500.0,14242.0,10646.0,851.0
416.0,경방,11600.0,250.0,-2.11%,500.0,3834.0,12708.0,538.0
417.0,한국쉘석유,244000.0,1500.0,-0.61%,5000.0,2414.0,1657.0,380.0
418.0,신도리코,31450.0,950.0,-2.93%,5000.0,3219.0,10226.0,43.0
419.0,애경산업,11950.0,350.0,-2.85%,1000.0,5739.0,4315.0,244.0
420.0,BGF,3295.0,135.0,-3.94%,1000.0,2068.0,19816.0,115.0
421.0,조광피혁,47300.0,50.0,-0.11%,5000.0,1042.0,4409.0,109.0
422.0,한진,21000.0,950.0,-4.33%,5000.0,25041.0,38776.0,994.0
423.0,이수페타시스,4935.0,265.0,-5.10%,1000.0,4696.0,4497.0,469.0
424.0,미래에셋 레버리지 원유선물혼합 ETN(H),7610.0,85.0,-1.10%,0.0,,,
425.0,환인제약,16700.0,100.0,-0.60%,500.0,1778.0,3532.0,313.0
426.0,퍼시스,26950.0,700.0,-2.53%,1000.0,3265.0,5755.0,287.0
427.0,대성에너지,11250.0,400.0,+3.69%,1000.0,7704.0,7425.0,160.0
428.0,화신,8840.0,670.0,-7.05%,500.0,12366.0,8708.0,242.0
429.0,롯데하이마트,13000.0,550.0,-4.06%,5000.0,38697.0,29435.0,1068.0
430.0,한화3우B,13650.0,500.0,-3.53%,5000.0,,,
431.0,현대차증권,9660.0,190.0,-1.93%,5000.0,8538.0,88061.0,1565.0
432.0,흥아해운,1265.0,75.0,-5.60%,500.0,817.0,2473.0,-19.0
433.0,SK증권,640.0,22.0,-3.32%,500.0,10652.0,63714.0,508.0
434.0,TYM,1985.0,165.0,-7.67%,500.0,8415.0,7074.0,353.0
435.0,조일알미늄,2395.0,95.0,+4.13%,500.0,4669.0,3479.0,183.0
436.0,미원홀딩스,129500.0,1000.0,-0.77%,500.0,4214.0,4268.0,297.0
437.0,조선내화,75100.0,1400.0,-1.83%,5000.0,7463.0,13493.0,331.0
438.0,코오롱,23750.0,1150.0,-4.62%,5000.0,54104.0,39663.0,3322.0
439.0,광동제약,5720.0,70.0,-1.21%,1000.0,13382.0,8838.0,449.0
440.0,대한제강,12150.0,700.0,-5.45%,1000.0,20303.0,12324.0,2018.0
441.0,YG PLUS,4715.0,585.0,-11.04%,500.0,1543.0,2231.0,256.0
442.0,SIMPAC,4570.0,200.0,-4.19%,500.0,6130.0,9032.0,1064.0
443.0,LX하우시스,33250.0,1650.0,-4.73%,5000.0,34720.0,25474.0,673.0
444.0,E1,43400.0,550.0,-1.25%,5000.0,51523.0,39993.0,56.0
445.0,KG케미칼,21150.0,1050.0,-4.73%,5000.0,49315.0,48849.0,4672.0
446.0,일동홀딩스,25400.0,3200.0,+14.41%,1000.0,5924.0,9208.0,-828.0
447.0,일성신약,110000.0,7500.0,-6.38%,5000.0,421.0,3714.0,-18.0
448.0,SNT중공업,8790.0,100.0,-1.12%,2500.0,3360.0,8796.0,206.0
449.0,농심홀딩스,62400.0,2700.0,-4.15%,5000.0,6415.0,13286.0,558.0
450.0,아세아제지,32050.0,350.0,-1.08%,5000.0,9457.0,9696.0,939.0
451.0,티웨이항공,1785.0,95.0,-5.05%,500.0,2144.0,7350.0,-1483.0
452.0,무림P&P,4550.0,245.0,-5.11%,2500.0,6137.0,14836.0,294.0
453.0,삼성 레버리지 천연가스 선물 ETN B,28290.0,2415.0,-7.87%,0.0,,,
454.0,STX엔진,12250.0,750.0,-5.77%,2500.0,4935.0,8375.0,36.0
455.0,케이씨텍,13450.0,50.0,-0.37%,500.0,3445.0,4530.0,521.0
456.0,디앤디플랫폼리츠,4345.0,20.0,-0.46%,1000.0,184.0,7588.0,104.0
457.0,하나제약,15650.0,0.0,0.00%,500.0,1964.0,3035.0,360.0
458.0,세방,14400.0,300.0,-2.04%,500.0,10577.0,12453.0,292.0
459.0,금호건설,7470.0,300.0,-3.86%,5000.0,20651.0,17360.0,1116.0
460.0,삼부토건,1470.0,75.0,-4.85%,1000.0,3570.0,5514.0,-44.0
461.0,삼양패키징,17250.0,300.0,-1.71%,5000.0,3919.0,6125.0,461.0
462.0,CJ4우(전환),64300.0,1400.0,-2.13%,5000.0,,,
463.0,대한방직,51200.0,1000.0,+1.99%,1000.0,2004.0,2326.0,54.0
464.0,남양유업,376000.0,11000.0,-2.84%,5000.0,9561.0,9374.0,-779.0
465.0,삼성 인버스 2X WTI원유 선물 ETN,180.0,5.0,+2.86%,0.0,,,
466.0,대상홀딩스,7360.0,10.0,+0.14%,1000.0,42060.0,36261.0,1630.0
467.0,KINDEX 단기통안채,100955.0,0.0,0.00%,0.0,,,
468.0,한국금융지주우,45400.0,600.0,-1.30%,5000.0,,,
469.0,한국콜마홀딩스,14250.0,750.0,-5.00%,500.0,6740.0,12097.0,884.0
470.0,한전산업,8050.0,510.0,-5.96%,500.0,3211.0,1633.0,175.0
471.0,현대퓨처넷,2380.0,20.0,+0.85%,500.0,1367.0,10340.0,74.0
472.0,모토닉,7880.0,190.0,-2.35%,500.0,1961.0,4480.0,144.0
473.0,한국철강,6120.0,110.0,-1.77%,1000.0,8867.0,9087.0,1033.0
474.0,풍산홀딩스,24800.0,1200.0,-4.62%,5000.0,4878.0,10520.0,968.0
475.0,NPC,7010.0,400.0,-5.40%,500.0,4869.0,5000.0,283.0
476.0,엘브이엠씨홀딩스,2580.0,30.0,-1.15%,0.0,2049.0,6614.0,-146.0
477.0,KBSTAR Fn수소경제테마,9050.0,250.0,-2.69%,0.0,,,
478.0,광주신세계,31700.0,0.0,0.00%,1000.0,1700.0,8523.0,606.0
479.0,아주스틸,9540.0,40.0,-0.42%,500.0,9334.0,6272.0,553.0
480.0,웅진씽크빅,2180.0,50.0,-2.24%,500.0,8139.0,7716.0,268.0
481.0,KODEX K-메타버스액티브,7255.0,345.0,-4.54%,0.0,,,
482.0,도화엔지니어링,7410.0,430.0,-5.48%,500.0,5774.0,5002.0,200.0
483.0,일신방직,104000.0,500.0,-0.48%,5000.0,6010.0,10440.0,610.0
484.0,종근당홀딩스,49800.0,500.0,-0.99%,2500.0,9260.0,13676.0,344.0
485.0,제일약품,16950.0,200.0,+1.19%,500.0,7007.0,4265.0,-105.0
486.0,키다리스튜디오,6800.0,260.0,-3.68%,500.0,1191.0,2901.0,69.0
487.0,금호석유우,81900.0,1900.0,-2.27%,5000.0,,,
488.0,신한서부티엔디리츠,4400.0,0.0,0.00%,1000.0,146.0,5819.0,75.0
489.0,화승인더,4425.0,175.0,-3.80%,500.0,13655.0,16371.0,171.0
490.0,교촌에프앤비,9770.0,280.0,-2.79%,500.0,5076.0,2547.0,410.0
491.0,에스엠벡셀,2170.0,260.0,-10.70%,500.0,731.0,478.0,-82.0
492.0,KBSTAR KIS단기종합채권(AA-이상)액티브,101065.0,10.0,+0.01%,0.0,,,
493.0,TIGER 리츠부동산인프라,5155.0,45.0,-0.87%,0.0,,,
494.0,삼익THK,11400.0,850.0,-6.94%,500.0,3105.0,3782.0,148.0
495.0,대한제당,2660.0,60.0,-2.21%,500.0,12613.0,11823.0,421.0
496.0,자이에스앤디,6150.0,230.0,-3.61%,1000.0,4357.0,5443.0,508.0
497.0,TIGER Fn메타버스,6835.0,415.0,-5.72%,0.0,,,
498.0,삼아알미늄,21600.0,950.0,-4.21%,500.0,2530.0,2272.0,154.0
499.0,스틱인베스트먼트,5640.0,300.0,-5.05%,500.0,3127.0,3420.0,763.0
500.0,BYC,376000.0,10500.0,-2.72%,5000.0,1644.0,6844.0,267.0
501.0,KBSTAR 미국나스닥100,12020.0,45.0,-0.37%,0.0,,,
502.0,TIGER 글로벌자율주행&전기차SOLACTIVE,9780.0,90.0,-0.91%,0.0,,,
503.0,삼영무역,12600.0,200.0,-1.56%,500.0,4670.0,5788.0,240.0
504.0,일진다이아,16350.0,850.0,-4.94%,1000.0,1877.0,6418.0,91.0
505.0,하이트진로홀딩스,10000.0,300.0,-2.91%,5000.0,21920.0,42363.0,1884.0
506.0,SNT홀딩스,14150.0,450.0,-3.08%,500.0,14041.0,23723.0,1256.0
507.0,백산,9480.0,380.0,-3.85%,500.0,3711.0,3302.0,232.0
508.0,KPX케미칼,47500.0,500.0,+1.06%,5000.0,10208.0,7771.0,447.0
509.0,CJ제일제당 우,173000.0,1000.0,-0.57%,5000.0,,,
510.0,대동,9590.0,710.0,-6.89%,1000.0,11792.0,12606.0,382.0
511.0,동화약품,8170.0,80.0,-0.97%,1000.0,2930.0,4478.0,225.0
512.0,KPX홀딩스,53600.0,1000.0,-1.83%,5000.0,12387.0,18149.0,541.0
513.0,동성케미컬,4530.0,90.0,-1.95%,1000.0,9260.0,8188.0,453.0
514.0,HANARO MSCI Korea TR,11590.0,315.0,-2.65%,0.0,,,
515.0,아세아,102500.0,8000.0,-7.24%,5000.0,18465.0,31153.0,2289.0
516.0,한미글로벌,20400.0,350.0,-1.69%,500.0,2701.0,2853.0,196.0
517.0,동양,936.0,30.0,-3.11%,500.0,6996.0,10072.0,76.0
518.0,다올투자증권,3700.0,100.0,-2.63%,5000.0,7799.0,92292.0,1482.0
519.0,남선알미늄,1725.0,70.0,-3.90%,500.0,2303.0,3552.0,-69.0
520.0,일진홀딩스,4475.0,220.0,+5.17%,1000.0,11901.0,16116.0,387.0
521.0,그린케미칼,9160.0,2110.0,+29.93%,500.0,2862.0,2117.0,209.0
522.0,사조대림,23950.0,100.0,-0.42%,5000.0,18137.0,11398.0,1023.0
523.0,GS글로벌,2645.0,125.0,-4.51%,2500.0,38490.0,14427.0,388.0
524.0,부국증권,20950.0,50.0,+0.24%,5000.0,7411.0,16474.0,1016.0
525.0,대한제분,128500.0,4000.0,-3.02%,5000.0,11113.0,13216.0,250.0
526.0,이월드,1530.0,60.0,-3.77%,1000.0,1258.0,4332.0,19.0
527.0,유진투자증권,2230.0,100.0,-4.29%,5000.0,13707.0,91755.0,1170.0
528.0,LS전선아시아,7010.0,290.0,-3.97%,500.0,7506.0,4953.0,282.0
529.0,LS네트웍스,2710.0,55.0,-1.99%,5000.0,3905.0,13094.0,43.0
530.0,S-Oil우,53000.0,1800.0,-3.28%,2500.0,,,
531.0,KBSTAR ESG사회책임투자,9395.0,195.0,-2.03%,0.0,,,
532.0,신세계 I&C,12300.0,300.0,-2.38%,500.0,5261.0,3541.0,355.0
533.0,유니퀘스트,7690.0,400.0,-4.94%,500.0,5910.0,4903.0,245.0
534.0,TIGER 차이나과창판STAR50(합성),7680.0,70.0,-0.90%,0.0,,,
535.0,삼성출판사,20950.0,700.0,-3.23%,500.0,1875.0,3387.0,80.0
536.0,KSS해운,9070.0,120.0,-1.31%,500.0,3240.0,14462.0,581.0
537.0,동부건설,9150.0,340.0,-3.58%,5000.0,11449.0,12620.0,613.0
538.0,SOL 종합채권(AA-이상)액티브,94840.0,225.0,-0.24%,0.0,,,
539.0,TCC스틸,8370.0,450.0,-5.10%,1000.0,5367.0,3670.0,256.0
540.0,휴스틸,5300.0,70.0,-1.30%,1000.0,6165.0,9519.0,632.0
541.0,현대코퍼레이션,15600.0,850.0,-5.17%,5000.0,37825.0,17074.0,351.0
542.0,KISCO홀딩스,12750.0,550.0,-4.14%,1000.0,15808.0,16881.0,2007.0
543.0,흥국화재,3200.0,30.0,-0.93%,5000.0,45146.0,137623.0,771.0
544.0,알루코,2280.0,85.0,-3.59%,500.0,5056.0,7802.0,167.0
545.0,한독,14900.0,350.0,-2.30%,500.0,5176.0,8416.0,280.0
546.0,한농화성,13100.0,1000.0,-7.09%,500.0,2688.0,2170.0,195.0
547.0,HDC랩스,7890.0,270.0,-3.31%,500.0,2746.0,4114.0,97.0
548.0,대교,2415.0,95.0,-3.78%,500.0,6384.0,8136.0,-283.0
549.0,KBSTAR 미국S&P500,11480.0,30.0,-0.26%,0.0,,,
550.0,제이에스코퍼레이션,15300.0,550.0,-3.47%,100.0,9870.0,5523.0,610.0
551.0,넥센,3800.0,90.0,-2.31%,500.0,24039.0,45723.0,336.0
552.0,이엔플러스,3505.0,255.0,-6.78%,500.0,554.0,1028.0,-19.0
553.0,한신기계,6200.0,410.0,-6.20%,500.0,544.0,1011.0,52.0
554.0,동남합성,55700.0,100.0,-0.18%,500.0,1603.0,906.0,149.0
555.0,에어부산,3110.0,80.0,-2.51%,1000.0,1765.0,10097.0,-2040.0
556.0,삼성 인버스 2X 천연가스 선물 ETN C,20060.0,2070.0,+11.51%,0.0,,,
557.0,사조산업,40100.0,150.0,-0.37%,5000.0,5904.0,11139.0,492.0
558.0,대덕,5900.0,170.0,-2.80%,500.0,13717.0,17240.0,672.0
559.0,두산우,50000.0,5400.0,-9.75%,5000.0,,,
560.0,신세계푸드,51600.0,500.0,-0.96%,5000.0,13329.0,8795.0,293.0
561.0,동아지질,14200.0,500.0,-3.40%,500.0,2895.0,3508.0,40.0
562.0,예스코홀딩스,33200.0,250.0,-0.75%,5000.0,12667.0,14230.0,240.0
563.0,선진,8370.0,280.0,-3.24%,500.0,17183.0,12096.0,863.0
564.0,태경산업,6800.0,550.0,-7.48%,500.0,5168.0,5847.0,406.0
565.0,서연이화,7320.0,490.0,-6.27%,500.0,21801.0,17905.0,660.0
566.0,현대차3우B,81400.0,2800.0,-3.33%,5000.0,,,
567.0,TIGER KRX BBIG K-뉴딜,6560.0,130.0,-1.94%,0.0,,,
568.0,방림,4600.0,195.0,-4.07%,500.0,1310.0,2571.0,64.0
569.0,경인양행,4675.0,255.0,-5.17%,500.0,4033.0,5795.0,284.0
570.0,휴비스,5600.0,320.0,-5.41%,5000.0,10826.0,8434.0,65.0
571.0,현대리바트,9390.0,310.0,-3.20%,1000.0,14066.0,8636.0,202.0
572.0,케이씨,14200.0,500.0,-3.40%,500.0,5538.0,9645.0,655.0
573.0,JW홀딩스,2730.0,40.0,-1.44%,500.0,7889.0,10658.0,687.0
574.0,성신양회,7830.0,390.0,-4.74%,5000.0,8335.0,11216.0,300.0
575.0,AK홀딩스,14350.0,350.0,-2.38%,5000.0,31677.0,45487.0,-1657.0
576.0,태영건설,4875.0,145.0,-2.89%,500.0,27517.0,37348.0,1745.0
577.0,삼영전자,9470.0,320.0,-3.27%,500.0,2389.0,5436.0,157.0
578.0,한국패러랠,2360.0,20.0,+0.85%,0.0,,,
579.0,진흥기업,1290.0,65.0,-4.80%,500.0,4442.0,3346.0,433.0
580.0,코람코더원리츠,4640.0,110.0,-2.32%,500.0,68.0,5192.0,46.0
581.0,에이프로젠제약,467.0,22.0,-4.50%,500.0,565.0,6146.0,-38.0
582.0,삼성제약,2750.0,50.0,-1.79%,500.0,549.0,1455.0,-181.0
583.0,금호에이치티,928.0,13.0,+1.42%,500.0,2340.0,4588.0,65.0
584.0,DB금융투자,4350.0,145.0,-3.23%,5000.0,14107.0,95837.0,1696.0
585.0,KBSTAR 국고채3년선물인버스,106455.0,200.0,-0.19%,0.0,,,
586.0,우진,9070.0,670.0,-6.88%,500.0,1076.0,2298.0,84.0
587.0,백광산업,4080.0,365.0,-8.21%,500.0,1911.0,3592.0,179.0
588.0,TIGER 차이나CSI300,10140.0,65.0,-0.64%,0.0,,,
589.0,NH올원리츠,4265.0,45.0,+1.07%,500.0,167.0,5183.0,87.0
590.0,해태제과식품,6150.0,120.0,-1.91%,500.0,5677.0,6549.0,260.0
591.0,LG우,59200.0,800.0,-1.33%,5000.0,,,
592.0,KINDEX 중국본토CSI300,27335.0,15.0,-0.05%,0.0,,,
593.0,태림포장,2505.0,105.0,-4.02%,500.0,7129.0,6009.0,302.0
594.0,JW생명과학,11200.0,0.0,0.00%,2500.0,1698.0,2195.0,284.0
595.0,KODEX 반도체,22420.0,550.0,-2.39%,0.0,,,
596.0,동성제약,6730.0,300.0,-4.27%,1000.0,844.0,1046.0,-53.0
597.0,삼성전기우,60300.0,3000.0,-4.74%,5000.0,,,
598.0,TIGER 여행레저,3845.0,95.0,-2.41%,0.0,,,
599.0,현대비앤지스틸,11600.0,800.0,-6.45%,5000.0,8557.0,7688.0,897.0
600.0,포스코스틸리온,29100.0,750.0,-2.51%,5000.0,13473.0,5864.0,1433.0
601.0,HANARO 200 TOP10,7210.0,185.0,-2.50%,0.0,,,
602.0,진양홀딩스,3110.0,75.0,-2.35%,500.0,2248.0,5661.0,69.0
603.0,경농,8870.0,270.0,-2.95%,500.0,2703.0,3888.0,168.0
604.0,아모레G3우(전환),24400.0,450.0,-1.81%,500.0,,,
605.0,대성산업,3825.0,100.0,-2.55%,5000.0,11291.0,16524.0,193.0
606.0,NH투자증권우,9120.0,250.0,-2.67%,5000.0,,,
607.0,KODEX 골드선물(H),10800.0,100.0,-0.92%,0.0,,,
608.0,하나 코스피 변동성추세 추종 양매도 ETN,6755.0,0.0,0.00%,0.0,,,
609.0,신라교역,10500.0,100.0,-0.94%,500.0,3465.0,6805.0,169.0
610.0,ARIRANG 고배당주,10580.0,185.0,-1.72%,0.0,,,
611.0,한세예스24홀딩스,4160.0,290.0,-6.52%,500.0,27989.0,22413.0,1347.0
612.0,KODEX 미국달러선물인버스2X,5860.0,170.0,-2.82%,0.0,,,
613.0,KINDEX 베트남VN30(합성),20630.0,90.0,-0.43%,0.0,,,
614.0,이지스밸류리츠,4465.0,15.0,+0.34%,1000.0,69.0,2691.0,52.0
615.0,유수홀딩스,6290.0,50.0,-0.79%,2500.0,5037.0,5017.0,203.0
616.0,대원강업,2635.0,105.0,-3.83%,500.0,8622.0,9830.0,-50.0
617.0,영풍제지,7330.0,30.0,+0.41%,500.0,1206.0,2096.0,81.0
618.0,계룡건설,18200.0,500.0,-2.67%,5000.0,25618.0,23271.0,2327.0
619.0,세원이앤씨,908.0,61.0,+7.20%,500.0,831.0,2927.0,-96.0
620.0,TIGER 글로벌메타버스액티브,6435.0,55.0,-0.85%,0.0,,,
621.0,용평리조트,3345.0,60.0,-1.76%,5000.0,2363.0,8415.0,307.0
622.0,일진전기,4330.0,145.0,-3.24%,1000.0,9324.0,8379.0,204.0
623.0,인스코비,1460.0,75.0,-4.89%,500.0,717.0,1093.0,-24.0
624.0,삼화페인트,5880.0,170.0,-2.81%,500.0,6316.0,6121.0,8.0
625.0,디씨엠,13900.0,400.0,-2.80%,500.0,2508.0,2869.0,349.0
626.0,쎌마테라퓨틱스,6410.0,0.0,0.00%,500.0,96.0,279.0,-49.0
627.0,신한 레버리지 천연가스 선물 ETN,15665.0,1340.0,-7.88%,0.0,,,
628.0,효성ITX,13550.0,400.0,-2.87%,500.0,4759.0,2414.0,203.0
629.0,동아타이어,11400.0,300.0,-2.56%,500.0,1796.0,4206.0,144.0
630.0,삼성물산우B,96000.0,2300.0,-2.34%,100.0,,,
631.0,한국주철관,6820.0,270.0,-3.81%,500.0,5102.0,4231.0,486.0
632.0,KH 필룩스,1000.0,30.0,-2.91%,500.0,1202.0,5394.0,-69.0
633.0,팜스코,4220.0,240.0,-5.38%,500.0,15369.0,11076.0,361.0
634.0,금강공업,5240.0,320.0,-5.76%,1000.0,5705.0,8687.0,259.0
635.0,KODEX TRF3070,10580.0,40.0,+0.38%,0.0,,,
