id,hour,hour_bef_temperature,hour_bef_precipitation,hour_bef_windspeed,hour_bef_humidity,hour_bef_visibility,hour_bef_ozone,hour_bef_pm10,hour_bef_pm2.5,count
760,14,21,0,2.1,71,575,0.039,74,43,88
761,18,10.6,0,3.3,83,1108,0.027,31,29,177
762,7,14.6,1,0.9,94,108,0.019,58,29,37
763,5,16.6,0,1.6,73,1228,0.017,39,27,20
764,6,15.5,0,0.4,66,465,0.013,119,75,28
767,7,13.7,0,2.5,77,772,0.023,47,26,78
771,18,25.9,0,4.5,31,2000,0.079,54,29,366
772,8,13.7,0,3.3,40,2000,0.032,17,9,215
773,21,21.3,0,0.8,47,715,0.092,100,56,229
776,2,15.4,0,1.3,76,1276,0.035,25,20,20
777,7,5.6,0,0.4,79,1992,0.007,19,18,20
778,8,7.7,0,1.5,66,1695,0.01,76,19,184
779,23,11.7,0,1.9,67,1111,0.024,75,32,96
780,10,16,0,2.8,84,976,0.028,46,31,95
782,1,11.3,1,4.3,88,295,,,,24
783,21,13.6,0,2.9,67,540,0.061,87,59,136
785,18,24.8,0,2.5,48,671,0.077,75,48,316
786,13,19,0,3.2,49,2000,0.04,55,17,122
787,4,12.3,0,1.5,36,966,0.024,96,90,14
788,19,20.7,0,3.8,42,1993,0.057,50,27,197
789,11,16.8,0,1.3,61,682,0.042,69,40,109
790,0,11.7,0,1.3,76,733,0.031,68,29,79
791,12,26.1,0,2.4,36,1562,0.043,52,31,141
792,21,15.8,0,1.1,87,620,0.026,54,27,75
793,20,22.7,0,4,36,2000,0.055,29,19,238
797,21,21,0,3,41,2000,0.046,33,22,232
799,20,20.1,0,2.5,52,2000,0.038,37,22,215
800,7,10.9,0,2,61,973,0.028,61,38,85
801,9,19.2,0,1.6,50,789,0.027,50,29,115
804,11,17.1,0,2.4,55,1982,0.035,55,12,98
808,6,8.9,0,1.4,53,2000,0.029,28,19,36
811,7,13.9,0,0.7,54,2000,0.006,42,26,106
813,10,19.1,0,2.4,69,682,0.039,56,33,89
815,16,20.5,0,4.6,34,1962,0.053,61,14,337
816,10,19.1,0,2,54,1873,0.032,29,18,101
817,23,19.6,0,1.2,59,2000,0.019,28,22,131
820,5,16.2,0,1,63,1085,0.006,71,49,15
821,7,14.7,0,2.1,54,2000,0.024,31,23,18
822,18,27.1,0,2.8,26,2000,0.057,20,14,342
823,12,22.3,0,2.8,51,575,,,,121
824,22,13.3,0,3.6,66,619,0.064,90,62,114
826,21,13.5,0,3.6,71,2000,0.039,33,27,141
827,3,13.2,0,2.2,71,496,0.034,66,41,23
828,14,26.8,0,2.7,30,1835,0.078,40,24,180
829,7,18.7,0,2,69,915,,,,127
830,20,24.8,0,3.3,55,1442,0.069,62,37,290
831,8,10,1,3.5,99,106,0.029,26,24,41
832,19,17.3,0,2.6,40,2000,0.049,19,15,137
833,4,12.3,0,0.7,49,1506,0.059,103,28,7
834,13,14.3,0,4.5,14,2000,0.044,61,14,88
835,11,14.5,0,2.1,67,912,0.027,44,32,75
837,0,12.4,0,2.6,55,965,0.059,81,54,51
838,19,16.9,0,4.4,49,1349,0.053,75,31,195
840,8,10.7,0,1.2,92,186,0.021,66,55,36
841,3,19.1,0,0.9,79,489,0.04,67,39,20
842,12,18.4,0,2.9,51,1870,0.037,56,14,122
843,9,12.4,0,2,35,1927,0.024,43,20,125
844,19,15.9,0,4.9,53,961,0.063,78,41,146
845,7,15.1,0,0.5,67,1008,0.027,48,30,76
846,20,13.5,0,3.3,76,538,0.021,64,53,106
849,12,15.5,0,2.2,25,1987,0.029,71,30,113
850,1,20,0,2.1,73,729,,,,46
854,22,12.3,0,2.3,63,1249,0.033,69,26,122
855,16,18.5,0,4.2,38,1546,0.051,80,23,138
856,10,20.8,0,1.8,45,1988,0.03,53,21,94
860,17,17.7,0,4.9,29,2000,0.049,53,15,147
862,20,20.7,0,3.1,37,2000,0.035,31,16,219
863,22,20.2,0,2.8,33,1945,0.079,68,36,206
864,8,18,0,0.3,61,1373,0.021,52,28,57
865,6,9.4,0,2.5,85,370,0.022,56,49,11
866,23,11.2,0,1.6,39,1908,0.029,97,22,73
868,21,15.7,0,3.2,52,2000,0.049,49,16,126
869,23,18,0,1.4,36,1051,0.031,166,36,131
873,12,16.2,0,2.9,57,946,0.027,,,108
875,9,14.6,0,4.8,38,2000,0.029,19,11,149
876,8,17,0,1.2,65,986,0.021,32,22,212
877,0,11.1,0,2.3,72,1290,0.04,48,25,66
878,20,16.5,0,3.4,29,2000,0.061,41,25,135
879,20,27.7,0,2.9,9,2000,0.049,20,11,271
880,14,27.1,0,2.2,29,856,0.055,88,42,113
882,9,10.9,0,1.9,50,1844,0.012,84,24,98
883,7,15.3,0,2.6,69,291,0.014,124,79,82
884,8,8.7,0,1.7,50,2000,0.006,36,19,201
885,1,16.2,0,2.8,51,919,,,,62
887,3,17.3,0,2.2,69,1636,0.032,30,24,27
888,19,20.7,0,4.3,19,2000,0.054,51,13,165
889,1,18,0,1.4,47,2000,,,,77
891,22,20.2,0,2.8,54,2000,0.022,28,21,195
892,14,18.8,0,3.7,53,1973,0.036,61,32,108
893,9,19.5,0,1.2,57,906,0.016,31,19,124
894,14,14.4,1,3.5,79,1395,0.039,41,28,1
896,7,14.6,0,0.6,53,1532,0.014,56,31,23
897,8,13.3,0,0.6,66,1144,0.006,41,28,217
898,14,26.3,0,2.1,25,1667,0.071,74,39,154
904,14,20.4,0,2.7,22,2000,0.049,45,19,235
905,20,22.6,0,2.3,43,1963,0.034,54,29,218
906,1,16.8,0,0.8,79,518,,,,95
907,16,13.2,1,3.3,87,1342,0.044,24,17,52
908,20,22.5,0,4.8,29,2000,0.053,37,22,200
909,12,17.6,0,1.7,42,1712,0.034,72,28,140
910,10,12.6,0,2.5,50,2000,0.018,42,25,76
911,11,20.3,0,2.4,69,670,0.054,58,38,85
912,11,20.3,0,2.6,56,576,,,,95
914,3,19.4,0,2.7,59,1529,0.025,65,31,32
915,13,18.2,0,4.8,21,2000,0.046,,,104
916,19,14.6,0,3,76,1996,0.045,25,22,147
917,5,14.3,0,0.7,50,2000,0.026,42,28,11
919,6,12.5,0,2.5,64,2000,0.033,41,13,40
920,16,23.9,0,6,22,2000,0.058,40,14,137
921,17,17.5,0,3.7,46,1879,0.057,78,26,136
922,16,21.3,0,2.3,43,951,0.057,145,43,8
925,2,11.9,0,1.8,78,574,0.004,61,50,29
928,20,18.5,1,2.6,89,296,0.019,40,29,38
929,19,24.3,0,3.9,30,2000,0.058,28,17,226
931,20,20.6,0,2.6,60,830,0.07,,51,190
932,9,11.3,0,1.4,90,230,0.018,67,59,43
933,21,15.2,0,1.3,68,747,0.017,60,50,144
935,9,4.9,0,2,74,879,0.008,35,35,30
936,0,11.5,0,1,74,2000,0.026,26,22,40
938,0,12.8,0,1.8,79,733,0.008,46,38,75
940,15,20.3,0,4,51,1149,0.067,55,31,120
943,17,26.6,0,3.1,33,783,0.077,115,55,172
944,5,12.4,0,1.3,64,2000,0.039,37,14,15
945,5,17.4,0,1,71,1855,0.005,33,24,26
947,4,12.3,0,2.8,22,1082,0.042,223,20,16
948,2,14.6,0,1.1,82,293,0.061,100,57,16
949,22,14,0,2.9,43,1887,0.043,83,20,91
951,3,13.3,0,2.5,43,2000,0.037,19,9,23
952,11,24,0,1.7,34,1319,0.019,72,42,114
954,10,19.8,0,2.1,48,488,0.032,130,73,106
955,1,20,0,2.2,58,1617,,,,78
956,1,11.7,0,3.1,38,2000,,,,51
957,9,6.6,0,1.7,71,1871,0.015,16,16,52
958,14,20.9,0,5.3,29,1599,0.055,58,23,140
960,22,14.4,0,5.1,22,1996,0.04,82,19,120
963,18,23.8,0,3.5,39,1777,0.053,66,36,277
965,20,23.1,0,3,50,2000,0.04,36,26,244
966,4,11.7,0,0.6,91,239,0.008,72,60,9
967,15,26.3,0,3.6,30,1805,,50,22,131
968,19,17.8,0,3.2,60,2000,0.038,26,15,232
970,14,12.9,0,2.8,39,2000,0.046,19,,164
972,6,11.1,0,1.5,83,430,0.047,70,41,15
973,14,26.7,0,1.2,37,1397,0.038,45,29,132
974,6,14.7,1,0.1,93,153,0.02,59,31,3
975,10,13.8,0,0.3,54,889,0.014,78,35,78
977,6,16.2,0,2,61,1721,0.029,35,26,19
979,6,18.3,0,2.3,64,1403,0.026,55,32,18
982,18,17.9,0,4.5,24,2000,0.054,55,17,272
983,16,30,0,3.2,16,1183,0.1,70,38,304
984,0,14.9,0,2.4,35,2000,0.034,55,20,68
985,3,10.4,0,0.6,42,2000,0.033,30,21,8
986,8,13.7,0,1.9,65,468,0.022,116,69,93
987,6,18.7,0,1,72,634,,,,53
988,12,20.6,0,2.1,62,1330,0.045,38,24,105
989,18,16.7,0,3.9,36,1892,0.044,77,28,239
991,10,19.8,0,2.8,71,679,0.048,60,36,74
992,1,17.8,0,1.2,59,676,,,,42
994,0,17.6,0,1.2,73,665,0.038,57,36,80
995,21,9.5,0,2.2,46,1139,0.056,70,61,73
997,18,22.9,0,5.5,29,2000,0.049,36,9,375
1000,5,11.8,0,2.5,21,1014,0.042,205,18,6
1001,19,27.2,0,2.6,44,1566,0.084,59,38,335
1002,5,15.4,0,0.9,50,1979,0.027,49,28,17
1003,18,12.1,0,0.9,46,2000,0.049,24,22,137
1004,9,12,0,3.6,55,1999,0.016,44,29,107
1005,15,26.7,0,3.4,30,1682,0.057,64,32,205
1007,9,16.4,0,1,62,503,0.072,86,51,57
1009,1,13.4,0,1.9,69,2000,,,,34
1010,5,16.5,0,1.1,56,2000,0.033,36,24,16
1011,17,18.9,0,4.2,55,2000,0.042,32,11,161
1012,14,23.2,0,6,42,1809,0.06,44,24,107
1014,15,26.8,0,3.7,34,1923,0.076,44,29,237
1017,13,16.3,0,1.8,22,1975,0.034,56,25,71
1018,5,10.8,0,3.3,98,91,0.036,32,24,1
1019,7,9.3,0,1.9,14,2000,0.04,42,11,73
1020,9,12.1,0,4.1,35,1975,0.028,36,28,94
1021,12,13.3,0,2.1,42,1909,0.013,87,29,82
1023,18,17.4,0,4.1,30,2000,0.044,56,23,303
1024,2,17.4,0,1.3,44,1319,0.023,68,41,39
1025,5,5.5,0,0.5,78,2000,0.022,18,,7
1027,10,21,0,0.3,57,1463,0.01,41,27,99
1029,22,12.1,0,1.8,38,1947,0.025,83,24,133
1030,18,26.7,0,4.2,32,913,0.095,86,47,286
1032,3,6,0,1.6,57,1163,0.035,62,52,11
1033,7,15.5,0,1.1,66,1211,0.022,55,36,32
1035,14,17.5,0,3.5,30,807,0.059,94,85,76
1036,10,16.2,0,2.9,36,2000,0.033,22,10,107
1038,16,22.8,0,4.3,40,716,0.075,212,,135
1039,0,14.4,0,3,75,1629,0.022,32,20,67
1041,2,12.9,0,1.9,71,2000,0.035,42,16,22
1043,7,10.4,0,2.5,44,2000,0.039,34,26,81
1044,17,22.4,0,4.5,39,1723,0.071,63,37,261
1045,15,28.4,0,2.9,31,1247,0.054,44,29,126
1047,1,14.5,0,1.7,71,1307,,,,44
1053,23,20.7,0,1.7,66,464,0.029,88,54,126
1054,0,12.8,0,1.3,85,830,0.035,41,21,87
1056,21,15.2,0,3.6,64,523,0.04,81,50,162
1057,22,20.3,0,3.4,44,1888,0.049,50,36,182
1058,10,12.2,0,3.5,41,1594,0.02,131,24,76
1059,22,17.9,1,0.8,92,377,0.015,32,24,134
1061,17,27.4,0,2.8,21,2000,0.058,24,12,317
1062,19,17.8,0,4.7,25,2000,0.048,40,16,200
1063,4,13.5,0,1.3,81,896,0.032,34,21,16
1065,21,18.8,0,4.6,69,2000,0.039,32,20,189
1067,21,21.1,0,2.7,55,2000,0.035,34,29,256
1068,1,13.3,0,0.8,29,1226,,,,34
1069,21,22.2,0,1.8,63,649,0.058,86,49,233
1070,13,20.2,0,3.6,32,2000,0.043,20,12,107
1072,11,9.3,0,2.3,60,1966,0.014,32,30,98
1074,16,11.6,0,3.2,80,628,0.029,36,33,79
1075,20,19.2,0,2.6,48,1999,0.056,54,31,162
1076,8,12.9,0,2.1,86,443,0.014,56,38,48
1077,6,11.3,0,2,51,1577,0.039,93,25,27
1078,4,18.9,0,2.3,60,1588,0.033,61,29,14
1079,8,14.2,0,2.1,75,768,0.013,51,25,226
1080,1,11.6,0,0.6,52,1853,,,,39
1081,13,19.5,0,3.7,12,2000,0.046,21,14,111
1082,23,19.5,0,1.8,61,1994,0.034,36,27,145
1083,14,20.4,0,2,25,755,0.063,91,81,105
1084,20,18.5,0,5.3,21,2000,0.049,47,16,130
1085,19,16.7,1,0.7,88,577,0.037,82,37,39
1086,3,13.3,0,0.6,72,1879,0.006,36,19,22
1087,12,23.1,0,1.5,34,1352,0.052,78,41,134
1088,19,14.8,0,3.7,82,892,0.051,46,30,136
1090,23,21.9,0,2,49,2000,0.008,34,23,150
1094,12,17.9,1,2,51,1997,0.007,73,40,2
1095,14,21.9,0,2.3,45,925,0.049,72,36,181
1100,5,9.2,0,1.8,53,2000,0.036,31,18,8
1101,18,20.8,0,3.9,48,1966,0.045,41,21,327
1103,20,17.1,0,2.4,61,2000,0.036,23,11,210
1104,22,19.9,0,0.8,42,1973,0.022,62,35,148
1105,12,19.1,0,3.9,24,1890,0.058,48,22,105
1106,8,16.6,0,0.9,63,697,0.03,33,24,208
1108,22,14.2,0,3.2,44,2000,0.043,23,18,84
1110,5,15.5,0,0.7,86,371,0.047,61,37,15
1113,1,7.1,0,1.8,56,956,,,,13
1115,17,23.5,0,2.8,38,1893,0.067,56,30,257
1119,13,24.7,0,3.4,35,1492,0.063,54,32,104
1120,15,26.7,0,5.2,34,1968,0.079,48,23,275
1121,12,19.1,0,1.7,59,842,0.016,68,26,115
1123,4,10.5,0,1.2,74,739,0.03,70,32,9
1125,11,12.5,0,1.6,44,1725,0.011,91,30,64
1126,6,14.8,0,0.9,51,1538,0.025,51,26,15
1128,20,20.1,0,4.2,22,1988,0.058,38,20,196
1129,9,17.1,0,1.6,50,1416,0.007,64,44,82
1130,7,8.6,0,1,85,490,0.004,75,38,24
1131,14,24.4,0,3.4,31,1972,0.061,36,22,217
1132,16,27.5,0,3.4,28,1984,0.062,22,14,284
1136,4,16.5,0,0.9,64,1014,0.049,48,36,20
1137,3,11.3,0,2,78,548,0.008,67,58,17
1138,19,19.8,0,2.4,65,938,0.057,57,37,215
1140,16,19.3,0,2.7,76,538,0.045,62,41,109
1141,1,18.7,0,2,64,1737,,,,29
1142,2,4.9,0,1,78,1947,0.026,30,27,16
1144,15,26.8,0,3.4,30,1980,0.065,27,18,246
1145,8,12.5,0,1.6,48,1521,0.033,102,30,171
1146,22,12.2,0,2.5,76,990,0.045,58,29,93
1147,9,19.6,0,1.4,54,1343,0.017,49,29,79
1148,18,18,0,2.8,29,884,0.065,,,207
1149,22,15.7,0,3.3,58,2000,0.024,37,18,172
1152,17,27,0,4.7,27,2000,0.065,,,185
1154,13,25.4,0,1.7,30,974,0.045,95,47,132
1156,18,23.7,0,6.4,49,1967,0.048,38,20,304
1157,0,9,0,2.6,52,2000,0.034,57,21,44
1158,21,14.7,0,3.1,37,1984,0.054,53,25,161
1159,18,22.1,0,3,41,1921,0.062,54,33,234
1160,12,13.1,0,4.6,14,1910,0.041,58,11,96
1161,10,22.5,0,1.4,48,1364,0.039,47,29,92
1164,11,22.8,0,3,53,1838,0.017,34,23,100
1165,18,16.9,0,2.4,64,570,0.05,73,57,171
1167,1,9.5,0,0.5,52,800,,,,26
1168,19,18.5,0,4.5,27,2000,0.061,48,20,191
1169,17,9.5,1,1.4,68,2000,0.052,40,37,134
1170,11,14.5,0,2.2,61,772,0.016,43,41,71
1175,3,14.2,0,2,83,248,0.06,102,57,15
1176,17,20.8,0,5.1,22,1996,0.077,42,22,292
1179,20,16.9,0,2.4,55,848,0.049,81,50,142
1180,2,14.6,0,1.4,37,1997,0.004,48,36,24
1181,8,13.2,0,0.5,52,2000,0.023,35,16,189
1182,21,16.6,0,1.7,64,2000,0.031,30,17,192
1183,4,10.2,0,4.2,14,2000,0.046,57,15,9
1189,22,17.7,0,2.4,45,2000,0.032,39,21,190
1190,15,26.8,0,2.6,30,990,0.067,86,46,132
1192,10,21.8,0,1,34,1092,0.016,68,39,92
1193,0,20.3,0,2.3,55,1731,0.017,58,31,94
1194,1,17.7,0,1.1,53,2000,,,,98
1195,11,16.8,0,3.2,61,1129,0.046,47,25,94
1196,20,16.5,0,,31,2000,0.058,39,18,181
1197,20,15,0,2.7,81,979,0.04,37,21,109
1198,10,20,0,1,32,1777,0.015,58,31,95
1199,2,13.7,0,0.7,71,1988,0.018,34,21,38
1200,8,3.2,0,0.4,83,728,0.004,30,,21
1201,12,18,0,3.1,16,2000,0.042,24,17,98
1202,12,19.7,0,2.4,41,732,0.022,75,38,121
1203,21,13.9,0,2.8,66,1064,0.04,70,31,127
1204,10,21.1,0,1.1,66,535,0.057,64,41,95
1205,2,14.3,0,0.4,70,1014,0.038,58,39,42
1206,13,23,0,3.4,36,2000,0.044,49,26,97
1208,14,19.1,0,1.7,44,1155,0.036,34,,112
1209,22,8.6,0,1.7,52,994,0.049,72,64,60
1210,10,22.3,0,1.4,54,990,0.016,35,23,90
1211,3,10.6,0,1.9,82,1638,0.024,33,27,18
1212,20,22.7,0,4.7,34,1444,0.086,74,37,226
1214,1,17.8,1,1,91,323,,,,41
1216,22,17.2,0,2.6,55,1851,0.047,52,33,139
1217,15,12.3,1,2.5,89,1631,0.04,30,18,23
1218,8,16.6,0,3.1,46,1341,0.005,64,44,169
1219,5,13.4,0,0.3,86,218,0.054,107,60,10
1220,0,7.5,0,1.2,56,962,0.031,75,64,36
1221,18,19.5,0,3.7,23,1245,0.069,77,63,216
1222,18,27.7,0,2.8,35,1712,0.08,59,36,425
1224,16,27.8,0,1.5,22,1644,0.083,71,35,219
1225,16,26.1,0,3.4,27,2000,0.057,30,20,274
1226,7,7.6,0,0.2,76,1677,0.01,49,22,77
1228,6,17.4,0,1.1,69,1698,0.009,35,23,31
1229,13,25.6,0,3.8,32,1965,0.06,32,19,167
1230,3,12.2,0,0.5,48,1961,0.049,81,25,15
1231,6,10.4,0,3.6,12,2000,0.048,35,9,23
1232,1,19.3,0,1.9,78,715,,,,39
1233,5,10.9,0,2.5,44,1757,0.03,91,24,19
1234,2,18.3,0,0.9,64,1978,0.014,31,22,42
1235,20,10.8,1,3,94,152,0.03,34,33,1
1239,3,14.3,0,1.4,38,2000,0.004,50,35,19
1240,9,19.3,0,1.8,72,795,0.017,26,17,135
1242,3,17.6,0,1.3,69,2000,0.003,32,22,34
1243,10,17.8,0,2.1,47,764,0.054,166,41,71
1244,0,12.2,0,2.5,23,2000,0.036,66,19,46
1245,23,10,0,2.1,86,486,0.01,41,,73
1246,0,18.5,0,0.6,45,1345,0.055,62,36,121
1247,6,14.4,0,1.5,52,2000,0.018,30,21,19
1249,8,11.9,0,2.4,71,1339,0.038,86,20,34
1252,0,11,0,0.9,72,920,0.015,83,38,64
1254,8,11.9,0,2.2,71,1632,0.025,48,19,41
1256,20,14.5,0,2.9,54,1707,0.029,79,25,150
1258,17,19.1,0,4.3,31,1746,0.047,59,26,129
1259,6,12.6,0,0.4,78,1192,0.004,32,20,28
1260,0,15.6,0,2.3,62,1433,0.023,56,36,93
1263,21,12.7,0,3.5,37,2000,0.033,62,19,152
1264,17,18,0,7.1,38,1355,0.051,152,21,106
1266,18,14.2,0,3.6,33,1082,0.066,64,51,113
1267,5,13.7,0,1,48,2000,0.049,30,18,11
1268,8,11.6,0,2,37,1143,0.01,64,51,35
1269,17,25,0,4.9,37,1368,0.07,63,33,229
1270,3,10.9,0,1.4,74,730,0.029,71,33,29
1271,13,19.1,0,5.2,18,1450,0.044,165,17,87
1272,18,18.9,0,4.4,22,2000,0.046,41,18,318
1274,18,17.4,0,4.8,44,1342,0.065,74,36,215
1275,12,25.5,0,1.5,31,2000,0.022,31,18,112
1276,9,19.9,0,0.9,72,522,0.053,61,37,137
1279,21,17.9,1,0.2,91,553,0.021,33,27,86
1281,14,26.4,0,2.1,28,1731,0.045,59,34,149
1282,23,22.2,0,2.5,69,1629,0.014,32,25,138
1283,4,13.4,0,0,74,746,0.025,64,43,13
1286,6,11.6,0,2,73,636,0.03,67,40,36
1287,9,15.1,0,1.2,68,1269,0.022,35,17,115
1289,17,25.7,0,5.6,41,1949,0.065,44,26,309
1290,3,12.9,0,2.4,66,2000,0.036,39,17,14
1291,14,19.2,0,4,16,1935,0.048,24,13,149
1292,3,18.6,0,1.3,79,748,0.062,47,30,30
1293,2,14.1,0,0.3,75,990,0.032,47,24,31
1294,15,21.9,0,5.4,21,1907,0.062,92,19,139
1296,23,16.5,0,3.3,39,2000,0.037,29,14,122
1298,6,5.6,0,1,80,1782,0.021,17,,9
1300,17,26.4,0,4.2,30,1943,0.081,52,31,173
1301,22,17.6,0,2.4,36,2000,0.038,32,12,176
1302,12,25,0,3.1,31,1840,0.047,48,26,136
1303,5,9.5,0,0.7,76,840,0.034,49,25,6
1305,4,11.7,0,2.2,38,1645,0.065,70,43,15
1306,1,17.9,0,1.3,50,1812,,,,30
1307,0,19.1,0,1.4,61,2000,0.016,28,17,94
1309,12,24.5,0,3.1,34,1839,0.044,43,24,150
1312,8,19.5,0,2,64,901,0.04,53,39,241
1313,17,15.2,0,5.8,14,1956,0.044,,,138
1316,16,20.3,0,4.8,34,1328,0.057,71,29,170
1317,4,12.8,0,1.9,76,407,0.036,68,42,15
1319,16,13,0,3.7,74,1888,,34,16,29
1323,20,21.6,0,3.7,36,1729,0.055,84,33,165
1324,16,15.1,0,4.2,26,1438,0.066,59,55,222
1325,18,24.6,0,4.4,29,2000,0.059,29,15,317
1326,2,19.4,0,1.1,59,2000,0.018,29,22,45
1328,4,5.5,0,0.6,56,1146,0.038,63,53,5
1329,20,15.5,0,2.9,57,1232,0.045,74,29,146
1331,15,20.8,0,5.1,25,1937,0.073,55,22,113
1332,1,10.9,0,2.1,71,1057,,,,38
1335,19,20.2,0,3,40,928,0.058,180,40,187
1336,6,11.4,0,2.4,84,815,0.04,58,21,10
1337,16,18.7,0,4.9,36,1036,0.048,197,22,74
1338,4,16.4,0,2.8,61,1388,0.004,81,52,9
1339,22,14.7,0,2.3,68,452,0.047,78,50,118
1340,23,13.5,0,2.2,39,1924,0.038,80,20,63
1342,20,17.3,0,3.8,47,2000,0.052,47,16,155
1343,18,27.5,0,3.4,34,2000,0.05,,,402
1345,9,9.8,0,2.2,17,2000,0.019,43,10,105
1346,22,20.2,0,2.7,58,2000,0.038,35,28,214
1347,7,10.5,0,2.9,99,107,0.029,29,26,15
1348,20,25,0,3.2,50,2000,0.041,35,25,239
1349,5,9.9,0,1.1,82,412,0.023,55,49,11
1350,16,27.7,0,1.3,27,764,0.065,94,47,127
1352,15,21.3,0,2.2,44,1867,0.052,41,24,165
1353,13,23.6,0,3.4,36,1970,0.042,33,21,221
1355,22,18.5,0,2.9,48,2000,0.029,26,18,206
1357,18,18.2,0,3.8,39,2000,0.051,23,18,211
1358,6,9.5,0,0.8,73,673,0.035,65,38,15
1359,10,14.8,0,1.9,37,1688,0.018,48,25,72
1360,13,24.5,0,3.5,38,773,,,,161
1361,21,12.8,0,2.8,34,1045,0.046,77,66,149
1362,15,21.3,0,3.8,21,875,0.077,92,83,111
1364,23,13.1,0,3,84,990,0.036,39,19,87
1366,7,13.4,0,1.3,80,912,0.028,36,15,98
1367,2,12.3,0,4,85,658,0.04,52,20,35
1368,18,19.8,0,3,66,805,0.063,67,42,266
1370,13,18.7,0,3.2,35,1631,0.047,50,32,91
1371,15,18.7,0,6.4,25,1157,0.045,158,15,74
1372,11,12.3,0,4.5,13,2000,0.036,48,13,82
1374,10,11.1,0,3.9,18,1963,0.027,55,12,77
1376,8,6.3,0,1.9,76,1344,0.013,61,24,192
1378,21,19.9,0,2,33,2000,0.049,36,22,215
1382,15,12,0,1.9,76,1216,0.034,23,,63
1383,17,12.9,1,3.3,82,1076,0.047,46,32,45
1385,3,14.9,0,0.7,47,2000,0.01,40,26,30
1386,0,16.1,0,1.8,45,2000,0.016,33,22,95
1387,20,14,0,4.9,65,690,0.061,81,47,109
1388,11,15.1,0,1.6,27,989,0.018,73,62,56
1389,7,13.7,0,0.2,80,1355,0.026,31,22,23
1391,0,13.5,0,3.8,46,2000,0.042,26,20,48
1392,16,25.5,0,4.3,36,1849,0.08,48,27,143
1394,6,19.4,0,2.3,65,613,0.056,80,48,33
1396,9,17,0,1.8,60,1929,0.029,28,16,87
1397,7,14.8,0,1.3,87,397,0.055,51,34,26
1398,6,16.1,0,0.2,75,1351,0.037,27,23,34
1402,16,27.2,0,4.3,31,1281,0.088,,,246
1403,23,14,0,1.6,33,881,0.059,86,77,91
1405,8,5.4,0,1.9,78,1993,0.01,18,18,38
1406,23,16.3,0,1.8,60,1703,0.042,54,31,119
1410,7,3.1,0,0.4,83,839,0.005,34,31,14
1411,17,19.6,0,3.4,44,844,0.066,74,43,166
1412,7,9,0,1.1,79,817,0.027,50,23,90
1414,0,18.4,0,2.3,44,2000,0.037,26,21,128
1415,20,10.7,0,3.8,38,1246,0.064,72,60,87
1417,4,4.2,0,1.1,77,1258,0.024,24,,16
1419,4,11,0,0.9,84,532,0.052,60,33,22
1420,0,,,,,,,,,39
1421,10,11.2,0,1.5,58,1275,0.019,66,24,70
1422,3,15.2,0,0.7,44,2000,0.041,20,17,35
1426,12,9.9,0,2,57,1933,0.03,19,,78
1427,14,25,0,3.1,44,1989,0.053,27,17,161
1428,9,11.8,0,2,80,584,0.017,43,33,113
1429,16,14.8,0,3.8,29,2000,0.054,31,27,172
1430,16,21.8,0,2.3,38,1992,0.05,41,21,142
1431,4,13.8,0,0.2,86,230,0.057,103,58,11
1432,7,15.3,0,1.1,54,1326,0.025,117,30,24
1435,4,15.3,0,0.4,78,1196,0.035,22,18,2
1437,16,19.4,0,3.4,50,737,0.049,55,45,250
1438,21,23.8,0,3,62,1906,0.018,37,24,205
1439,17,23,0,2.2,11,2000,0.052,19,14,214
1440,10,11.5,0,2.7,75,657,0.011,37,,66
1441,14,26.6,0,4.1,31,1976,0.076,43,25,225
1443,18,16.8,0,3.6,49,1730,0.05,71,25,273
1446,19,25.9,0,3.1,41,2000,0.053,29,21,310
1447,8,17.4,0,0.8,80,758,0.014,25,20,236
1448,7,9,0,2.6,90,253,0.031,31,,70
1449,4,15.8,0,2.3,84,387,0.047,68,36,23
1450,9,18.3,0,0.7,49,1926,0.022,44,24,64
1451,17,29.8,0,3.9,12,2000,0.058,40,11,215
1453,1,15.1,0,1.6,79,338,,,,46
1454,2,19,0,2.2,78,759,0.06,50,33,20
1456,14,25.6,0,3.9,41,1598,0.061,40,27,226
1457,11,16.9,0,1.8,35,1283,0.05,61,32,113
1458,11,24.4,0,1.9,41,1362,0.035,48,27,90
1459,19,24.8,0,2.9,32,1937,0.075,52,32,244
1460,15,20,0,4.9,35,2000,0.052,68,13,311
1461,22,19.4,0,2.4,39,1757,0.029,65,29,194
1463,6,7.1,0,1,68,2000,0.029,55,13,22
1464,9,17.4,0,0.3,39,1457,0.009,53,27,72
1465,8,13.3,0,3.3,65,1814,0.015,44,10,221
1466,7,12.3,0,0.1,78,1126,0.003,34,24,101
1468,5,16.4,0,1,74,1481,0.042,25,19,17
1469,1,13.1,0,2.5,46,2000,,,,17
1470,0,12.9,0,1.3,43,1844,0.037,85,19,72
1471,5,14.3,0,1,79,1593,0.035,30,18,16
1473,22,18.6,0,1,70,834,0.038,58,37,155
1474,19,18.7,0,4.7,37,1676,0.06,65,37,202
1476,13,26.1,0,3.7,29,1890,0.067,38,21,173
1477,0,5.9,0,2,74,2000,0.042,25,25,40
1478,7,12.9,0,2.7,42,2000,0.035,19,10,103
1479,15,18.6,0,2.8,54,619,0.038,54,43,238
